Ident,ICAO,IATA,Name,Country or Area Code,Latitude,Longitude
OR32,,,Simtag Farms,United States,45.75257874,-119.9447098
OR34,,,Whippet Field,United States,44.32253265,-121.4329224
OR35,,,Flying K Bar J Ranch,,45.44059753,-122.3217011
OR36,,,Garvins,,42.06705475,-124.2956467
OR37,,,Lincoln Tower,,45.44511795,-122.7737122
OR38,,,Harchenko Industrial,United States,45.07733154,-122.9292755
OR39,,,Flying Tom,United States,44.65771484,-123.2120743
OR40,,,Dietz Airpark,United States,45.25523376,-122.6496277
OR41,,,Workman Airpark,United States,45.2072525,-122.6694336
OR42,,,Vons Airstrip,United States,45.29349136,-123.3027039
OR42X,,,Select 18S For Fse OR42,,43.1026001,-124.1609345
OR43,,,Hood River Fire Dept,,45.70289612,-121.5295181
OR44,,,Briggs,,44.15343475,-123.065445
OR45,,,West Point,,44.19716263,-123.0567627
OR46,,,Ajax,United States,45.38127899,-120.4683685
OR47,,,Strauch Field,United States,44.18930817,-123.1899262
OR48,,,Snyder Ranch,United States,45.19450378,-120.2168579
OR49,,,Bay Area Hospital,,43.40039063,-124.2345581
OR50,,,Lehman Field,United States,45.48559189,-122.2341843
OR51,,,Gillette Field,United States,44.71929932,-122.698349
OR52,,,Venell,United States,44.47426605,-123.3029785
OR53,,,Wapinitia,,45.14559555,-121.2291107
OR54,,,Winn,United States,44.59828949,-123.2067108
OR55,,,Good Samaritan Hospital,,44.60123062,-123.2531509
OR56,,,Holiday,,44.56984329,-123.1716843
OR57,,,Walker,United States,43.86855316,-123.0323181
OR58,,,Mazama Timber Pad,,43.91651154,-123.0095215
OR59,,,Trivelpiece,United States,45.33147812,-123.2070007
OR60,,,Fargher,United States,45.43569183,-121.1669617
OR61,,,Apple Valley,United States,45.67844391,-123.1862259
OR63,,,Seaside,,45.84149551,-123.9268036
OR64,,,Beach Ranch,United States,45.96373367,-117.2350922
OR65,,,Eagle Nest Ranch,United States,45.35472107,-122.3468857
OR66,,,Beaver Oaks,United States,45.31783295,-122.3627625
OR67,,,Mc Gill,United States,45.33675003,-122.3983688
OR68,,,Columbia Helicopters,United States,45.25753403,-122.7661743
OR69,,,Sacred Heart General Hospital,,44.04706955,-123.0761948
OR70,,,Pine Valley,,44.85890961,-117.0883026
OR72,,,Krueger,,45.44004059,-122.3242035
OR73,,,Calvert Peak,,42.77845764,-123.7344513
OR74,,,Winkle Bar,United States,42.70183563,-123.8059998
OR75,,,Brownlee,,44.84988022,-116.9009934
OR76,,,Waynes Air Service,,44.3631134,-123.140625
OR77,,,Fitts,United States,44.80237579,-123.1562347
OR78,,,Daniels Field,,44.27206421,-123.0620422
OR79,,,Knoxs Private Airstrip,,44.28938293,-123.1316071
OR80,,,Teufels Farm Strip,,45.50905609,-122.9713516
OR81,,,Olinger Strip,United States,45.55340576,-123.0211334
OR83,,,Oxbow,,44.81654739,-116.8593292
OR84,,,La Pine,,43.66456604,-121.5078049
OR85,,,Wigrich,United States,44.80812454,-123.1507797
OR86,,,Gilmour Ag Air,United States,44.75418091,-123.0485687
OR87,,,Compressor Station Nr 10,United States,45.12980652,-120.6128388
OR88,,,Cheney Ranch,,45.66473389,-119.9733505
OR89,,,Kinzua,,44.99934387,-120.0518951
OR90,,,Lafayette Airstrip,United States,45.24349976,-123.1289673
OR91,,,Big Bar,,45.12487793,-116.7468185
OR92,,,Billiebob,United States,42.39186859,-123.4365234
OR93,,,North Lincoln Hospital,,44.9862175,-123.9945602
OR94,,,Showa,United States,44.3915329,-123.0295334
OR95,,,Vineyard,United States,45.04720306,-123.2361069
OR96,,,Beagle Sky Ranch,United States,42.53914642,-122.9037705
OR97,,,Burrill,,42.43777466,-122.8667297
OR98,,,Seneca Emergency Airstrip,,44.13751984,-118.9832916
OR99,,,Rogue Valley Med Ctr,United States,42.31798172,-122.8317261
ORAA,,,Al Asad AB,,33.78125381,42.44122314
ORAT,,,Al Taqaddum AB,,33.33693695,43.59582138
ORBD,ORBD,XQC,Balad Southeast,Iraq,33.94019318,44.36158371
ORBI,ORBI,BGW,Baghdad Intl,Iraq,33.26253891,44.23457718
ORBM,,,Mosul,,36.30519867,43.14657593
ORBR,ORBR,,Bashur,Iraq,36.5339241,44.33980179
ORBS,,,Select Orbi For Fse Orbs,,33.26235199,44.23834229
ORER,ORER,EBL,Erbil Intl,Iraq,36.23805618,43.94666672
OREZ,,,Embassy Heliport,,33.29675674,44.37152863
ORI,,,Port Lions,United States,57.88446808,-152.847641
ORKK,,,Kirkuk AB,,35.46888733,44.3466835
ORMM,ORMM,BSR,Basrah Intl,Iraq,30.54907036,47.66213989
ORNI,ORNI,NJF,Najaf Al Ashraf Intl,IRAQ,31.98983955,44.40432739
ORQW,,,Qayyarah West,,35.76775742,43.12258148
ORSH,,,Al Sahra AAF,,34.67227936,43.54226685
ORSU,ORSU,ISU,Sulaymaniyah Intl,Iraq,35.5605545,45.3144455
ORTF,,,Tall Afar,,36.28205872,42.40237808
ORTI,,,Al Taji AAF,,33.52346039,44.25605011
ORTL,,,Ali Base,,30.9353447,46.09031677
ORUB,,,Ubaydah Bin Al Jarrah,,32.48120117,45.75772858
ORV,,,Noorvik Spb,,66.83622742,-161.0502625
ORWH,ORWH,,Washington AHP,Iraq,33.3045845,44.40385437
OS0A,,,Select OS57 For Fse OS0A,,35.73216248,37.10421371
OS0B,,,Select OS58 For Fse OS0B,,35.11744308,36.71108627
OS0C,,,Select OS59 For Fse OS0C,,35.75473022,38.56683731
OS0D,,,Select OS60 For Fse OS0D,,32.7052002,36.41288757
OS0E,,,Select OS61 For Fse OS0E,,33.60962296,36.74895477
OS0F,,,Select OS62 For Fse OS0F,,36.09673309,37.93646622
OS0G,,,Select OS63 For Fse OS0G,,33.28692627,36.45698929
OS0H,,,Select OS64 For Fse OS0H,,33.91810608,36.86584473
OS0I,,,Select OS65 For Fse OS0I,,34.49333191,36.90881348
OS0J,,,Select OS66 For Fse OS0J,,36.18760681,37.58174515
OS0K,,,Select OS67 For Fse OS0K,,33.47592545,36.22277832
OS0L,,,Select OS68 For Fse OS0L,,33.6849556,37.2162323
OS0M,,,Select OS69 For Fse OS0M,,33.07587814,36.56079483
OS0N,,,Select OS70 For Fse OS0N,,34.56903458,36.57283401
OS0O,,,Select OS71 For Fse OS0O,,36.52249527,37.04159546
OS0P,,,Select OS72 For Fse OS0P,,34.51403427,37.62701416
OS0Q,,,Select Llfk For Fse OS0Q,,32.78668976,35.71796417
OS57,,,Abu Ad Duhur,Syria,35.73227692,37.10425568
OS58,,,Hamah,,35.11738968,36.71105957
OS59,,,Tabqa,Syria,35.75500107,38.56000137
OS60,,,AS Suwayda West,,32.70468903,36.41329575
OS61,,,Dumayr,,33.60907745,36.74926758
OS62,,,Jirah,,36.09591675,37.93630981
OS63,,,Marj Ruhayyil,,33.28662109,36.45718384
OS64,,,An Nasiriyah,,33.91864777,36.86723328
OS65,,,Shayrat,Syria,34.48956299,36.9082489
OS66,,,Rasin El Aboud,,36.18638611,37.58304977
OS67,,,Mezze,,33.47689056,36.22432709
OS68,,,Sayqal,,33.68444061,37.21619415
OS69,,,Khalkhalah,,33.07540131,36.56064606
OS70,,,Al Qusayr,,34.56745148,36.57267761
OS71,,,Minakh,Syria,36.52212524,37.041008
OS72,,,Tiyas,,34.5140419,37.62701416
OSA,,,Select Kosa For Fse Osa,,33.09553146,-94.95924377
OSAP,OSAP,ALP,Aleppo Intl,Syria,36.18048477,37.22675705
OSDI,OSDI,DAM,Damascus Intl,Syria,33.41072083,36.51333237
OSDZ,,,Deir Zzor,,35.28345871,40.17216873
OSKL,OSKL,KAC,Kamishly,Syria,37.03060913,41.2052002
OSLK,OSLK,LTK,Bassel Al Assad Intl,Syria,35.40990448,35.94783783
OSPR,OSPR,PMS,Palmyra,Syria,34.55734253,38.31679535
OTBD,OTBD,DIA,Doha Intl,Qatar,25.26105881,51.56509399
OTBH,OTBH,XJD,Al Udeid AB,Qatar,25.1173172,51.31498718
OTBK,OTBK,,Al Khor,Qatar,25.62947464,51.50654602
OTHH,OTHH,DOH,Doha Hamad Intl,QAT,25.27456474,51.60837936
OTN,,,Select Kotn For Fse Otn,,38.85142899,-87.49972534
OY0A,,,Select OY74 For Fse OY0A,,13.1746664,44.76508713
OY0B,,,Select OY75 For Fse OY0B,,15.60176659,49.08068848
OY74,,,Al Anad,,13.17351818,44.76529694
OY75,,,Canoxy,,15.60165787,49.07994843
OYAA,OYAA,ADE,Aden Intl,Yemen,12.82905865,45.02994537
OYAT,,,Ataq,,14.55070305,46.82579041
OYBA,,,Al Badie,,18.71857643,50.83734131
OYBD,,,Al-Bayda,,14.09975433,45.43449402
OYBN,,,Beihan,,14.78191566,45.71904373
OYBQ,,,Al-Bough,,17.34609222,44.62209702
OYBS,,,Abbs,,16.007061,43.17777252
OYGD,OYGD,AAY,Al Ghaidah Intl,Yemen,16.193367,52.17419434
OYHD,,,Hodeidah Intl,,14.75268936,42.97705078
OYKM,,,Kamaran,,15.36383915,42.60432434
OYMB,,,Marib,,15.46789169,45.3269043
OYMS,,,Mukeiras,,13.93278503,45.65000916
OYQN,,,Qishn,,15.41648102,51.68357849
OYRN,,,Mukalla Intl,,14.66196442,49.37536621
OYSH,,,Saadah,,16.96671677,43.72466278
OYSN,OYSN,SAH,Sanaa Intl,Sanaa Intl,15.4794445,44.21972275
OYSQ,OYSQ,SCT,Socotra,Yemen,12.63194466,53.90638733
OYSY,OYSY,GXF,Sayun Intl,Yemen,15.96361065,48.78499985
OYTZ,,,Taiz Intl,,13.68586922,44.14071655
OYZM,,,Al-Hazm,,16.20825577,44.79310608
P01,,,Eric Marcus Muni,United States,32.45288849,-112.8614197
P03,,,Cochise College,,31.3713131,-109.689949
P04,,,Bisbee Muni,,31.36399078,-109.8831253
P08,,,Coolidge Muni,USA,32.93602371,-111.4264755
P09,,,Select PA06 For Fse P09,,40.70700455,-80.03033447
P10,,,Polacca,United States,35.79161072,-110.4233856
P13,,,San Carlos Apache,United States,33.35313797,-110.6673584
P14,,,Holbrook Muni,,34.94072342,-110.1384964
P15,,,Select PA11 For Fse P15,,41.83255386,-79.36116028
P18,,,Papago Army Heliport,United States,33.4681015,-111.9652557
P19,,,Stellar Airpark,USA,33.2988739,-111.9154358
P20,,,Avi Suquilla,,34.1498642,-114.2692032
P23,,,Seligman,,35.33478546,-112.8862305
P27,,,Potters Field,United States,32.8753891,-111.9589233
P29,,,Tombstone Muni,,31.6713047,-110.0215302
P32,,,Select Kcmr For Fse P32,,35.30222702,-112.1940613
P33,,,Cochise Co,,32.24541855,-109.8946381
P34,,,Mifflintown,,40.60074615,-77.40483093
P37,,,Mc Ville,,40.73339844,-79.59976196
P45,,,Mount Pleasant/Scottdale,United States,40.10767365,-79.54307556
P48,,,Pleasant Valley,United States,33.80144119,-112.2498856
P52,,CTW,Cottonwood,USA,34.73005676,-112.035141
P53,,,Select Kfwq For Fse P53,,40.20972443,-79.83145905
P64,,,Miller,,40.45624924,-80.43683624
P72,,,Penn's Landing,United States,39.93711472,-75.1410141
P91,,,Flying M,,40.73696899,-75.70503235
P96,,,Select 0PA9 For Fse P96,,41.20701218,-77.22608185
P97,,,Prairie Ronde,,42.1230011,-85.71027374
PA01,,,Merrys Pymatuning,,41.6748848,-80.43411255
PA02,,,Dillen Personal,,41.98265839,-80.18312073
PA03,,,Hospital Of Univ. Of Pa,,39.94594574,-75.19406891
PA04,,,Brookville Hospital,,41.15645218,-79.09309387
PA05,,,Monesmith,,40.44066238,-75.07474518
PA06,,,Lakehill,,40.70677948,-80.02999115
PA07,,,Bilinski,,42.0137825,-80.12006378
PA08,,,Moorhead Airpark,United States,42.18422318,-79.89755249
PA08X,,,Select 73W For Fse PA08,,39.7934227,-77.77805328
PA09,,,Hendrick Landing Area,,41.57147217,-75.50740814
PA10,,,Penn Highlands Hosp-Dubois,United States,41.1144371,-78.77398682
PA11,,,Brokenstraw,,41.83198929,-79.36109924
PA12,,,Commonwealth Security,United States,40.04353714,-76.38774872
PA13,,,Superior Tours,,40.02926636,-76.22440338
PA14,,,Scandia Air Park,,41.93051147,-79.03474426
PA15,,,J & W Landing Strip,,40.51407623,-79.42713928
PA15X,,,Select C54 For Fse PA15,,40.77477646,-75.14138794
PA16,,,Upmc Shadyside,United States,40.45428848,-79.93965912
PA17,,,Canaans Field,,42.00295258,-77.09999847
PA18,,,Buzzards Field,,41.09365845,-77.41435242
PA19,,,Strizki,,41.69730377,-75.59490967
PA20,,,Thermal G. Ranch,United States,42.01995468,-80.07119751
PA21,,,West Middlesex,,41.16529846,-80.5033493
PA22,,,Hermitage,,41.20140839,-80.42306519
PA23,,,Mifflintown,,40.60085678,-77.40484619
PA23X,,,Select 76W For Fse PA23,,39.72703934,-77.11193085
PA24,,,Latrobe Hospital,,40.31951523,-79.39531708
PA25,,,Cuatros Vientos,,40.65906525,-75.87335205
PA26,,,Wxkw,,40.63620758,-75.48462677
PA27,,,Butz,,40.60426331,-75.56213379
PA28,,,Excela Health Westmoreland,USA,40.30078125,-79.55578613
PA29,,,Frick Hosp & Comm Hlth Cen,United States,40.1453476,-79.55059052
PA30,,,East Penn,,40.76676178,-75.77463531
PA31,,,Rover,,40.28268051,-76.53941345
PA32,,,Ashland Regional Medical Center,,40.78342056,-76.33300018
PA33,,,Lars - Private,,41.95001984,-76.48384094
PA34,,,T N Ward,,40.01677704,-75.24129486
PA35,,,Area 52,United States,40.43199921,-75.62599945
PA36,,,Stefanik,USA,40.4521637,-75.20452881
PA37,,,Sci-Mahanoy,,40.82091904,-76.16214752
PA38,,,Beaver Run,,40.43343353,-75.36628723
PA39,,,Beaver Springs,United States,40.77528381,-77.21699524
PA40,,,Benton,,41.19998169,-76.38661194
PA42,,,Berwick Hospital Corporation Personal,,41.07036209,-76.23132324
PA43,,,Arnold,,40.26670074,-75.88375854
PA44,,,Black Landing Field,United States,40.37228012,-76.74375916
PA44X,,,Fse PA44 Stone Castle Motel,,40.97336578,-76.51834106
PA45,,,Logue,,41.41668701,-76.93386841
PA47,,,Jim Shearer,,41.85282135,-80.40631104
PA48,,,Jim Shearer South,,40.44460297,-79.28925323
PA49,,,Mountain Bay Air Park Inc,United States,41.38005066,-75.23243713
PA50,,,Bloomsburg Hospital,,41.00953293,-76.45244598
PA51,,,Bowtie,,39.9082489,-77.20489502
PA52,,,Zaverton,,41.78825378,-75.88990784
PA53,,,Cosklos Elkview,,41.62696075,-75.52903748
PA54,,,Kellachows,,41.52231216,-75.39505005
PA55,,,Neiderer,,40.21611023,-77.11630249
PA56,,,Upmc Passavant Cranberry,USA,40.68374252,-80.09711456
PA58,,,Rocktop,,39.97469711,-77.55799103
PA60,,,Chambersburg Hospital,,39.93953705,-77.6480484
PA61,,,Kunda,United States,40.16510773,-75.45213318
PA62,,,Temple University Hospital,United States,40.00570297,-75.15029144
PA63,,,Hilltop,,40.03292084,-76.49975586
PA64,,,Cairnwood,,40.13816452,-75.05739594
PA65,,,Hi-Vu,,40.69968414,-75.54985046
PA66,,,Sons,,40.11677551,-74.91627502
PA66X,,,Select 74W For Fse PA66,,39.81675339,-77.72610474
PA68,,,Bugs,,40.7141304,-75.30485535
PA69,,,Vogelsong,,40.1280365,-76.96936035
PA70,,,Fetters Construction,,40.09156799,-75.71043396
PA71,,,Dwights Delight,,41.52060318,-76.46194458
PA72,,,Circle W Airfield,,39.95849609,-76.97115326
PA73,,,D.Evans Farm,,39.97949219,-76.53691864
PA74,,,Gusler,,40.46478271,-76.83990479
PA75,,,Baker,,41.96446609,-77.31573486
PA76,,,Rosenzweig,,41.13699341,-75.8611145
PA77,,,Erwinna - Private,,40.50003815,-75.06698608
PA78,,,Tintinhull,,40.49992752,-75.08256531
PA79,,,Tinicum Farms,,40.52927017,-75.099617
PA80,,,St Lukes Hospital,,40.60843658,-75.40323639
PA81,,,5 Lakes,United States,39.91294861,-77.53237915
PA82,,,Grayce Farms,,41.60001373,-75.68360901
PA83,,,Skyview,United States,40.31541061,-75.30474091
PA84,,,Level Acres Farm,,39.95371246,-76.90934753
PA85,,,Drewniany-Springmeadow,,40.30439758,-75.53370667
PA86,,,Krill Personal Use,,40.44685745,-76.34106445
PA87,,,At&T Solid State Tech Center,,40.54620743,-75.66213226
PA88,,,Nemacolin,United States,39.80562973,-79.54892731
PA89,,,Bens Landing,,39.95696259,-77.05067444
PA90,,,Flat Rock,,40.05622101,-75.26657104
PA92,,,Blue Mountain Academy - Private,,40.5524826,-76.02865601
PA93,,,Cherokee,,40.68500137,-79.45666504
PA94,,,Sharon General Hospital,,41.23255539,-80.49645996
PA95,,,Turnpike Nr 1,United States,40.21511841,-76.79020691
PA96,,,Port Florence,,41.45909119,-75.23361206
PA97,,,Warren General Hospital,United States,41.84407043,-79.15471649
PA98,,,Whep-TV,,41.37007904,-75.68074799
PA99,,,St Lukes/Gnaden Huetten,United States,40.83258438,-75.7270813
PAAK,PAAK,AKB,Atka,United States,52.22058487,-174.2061768
PAAL,PAAL,PML,Port Moller,United States,56.00598526,-160.560791
PAAM,,,Driftwood Bay Air Force Station,,53.96893311,-166.8591614
PAAP,PAAP,PTD,Port Alexander,United States,56.24462128,-134.6498718
PAAQ,PAAQ,PAQ,Palmer Muni,United States,61.59491348,-149.0887146
PABA,PABA,BTI,Barter Island,United States,70.11308289,-143.6535645
PABE,PABE,BET,Bethel,United States,60.77855682,-161.8371735
PABG,PABG,BVU,Beluga,United States,61.17296219,-151.0454102
PABI,PABI,BIG,Allen AAF,United States,63.99516296,-145.7200317
PABL,PABL,BKC,Buckland,United States,65.98155212,-161.1491394
PABM,,,Big Mountain AFS,,59.36071777,-155.2572327
PABN,,,Devils Mountain Lodge,,62.4017868,-142.9966431
PABP,,WYB,Yes Bay Lodge,United States,55.91880798,-131.8141785
PABR,PABR,BRW,Wiley Post-Will Rogers Memorial,United States,71.2848587,-156.7685852
PABT,PABT,BTT,Bettles,United States,66.91394806,-151.5290527
PABU,PABU,,Bullen Point Airforce Station,United States,70.17277527,-146.8361054
PABV,PABV,,Birchwood,United States,61.41596222,-149.5084992
PACA,,,Cape Spencer Cg,,58.19947433,-136.6401978
PACD,PACD,CDB,Cold Bay,United States,55.20526123,-162.7245178
PACE,,,Cape Decision C. G.,United States,56.00192261,-134.1356964
PACH,,,Chuathbaluk,,61.58317566,-159.2359619
PACI,,,Chalkyitsik,,66.64468384,-143.7393494
PACK,PACK,CYF,Chefornak,United States,60.13679886,-164.2790527
PACL,PACL,,Clear,United States,64.30039215,-149.1165314
PACM,PACM,SCM,Scammon Bay,United States,61.8445549,-165.5737457
PACR,,,Circle City,,65.83049011,-144.0778351
PACS,PACS,,Cape Sarichef,United States,54.58437347,-164.8997345
PACV,PACV,CDV,Merle K (Mudhole) Smith,United States,60.49177933,-145.4775543
PACY,PACY,CYT,Yakataga,United States,60.08201218,-142.4934845
PACZ,,,Cape Romanzof,,61.78082275,-166.0386047
PADE,,,Deering,,66.06877136,-162.7667847
PADG,PADG,RDB,Red Dog,United States,68.03211212,-162.8992004
PADK,PADK,ADK,Adak,United States,51.87802505,-176.6459198
PADL,PADL,DLG,Dillingham,United States,59.04466629,-158.5054932
PADM,PADM,MLL,Marshall Don Hunter Sr,United States,61.86416626,-162.0261078
PADQ,PADQ,ADQ,Kodiak,United States,57.74996567,-152.4937897
PADT,,,Duffys Tavern,,62.72450256,-143.9215698
PADU,PADU,DUT,Unalaska,United States,53.89894485,-166.5450287
PADY,PADY,KKH,Kongiganak,United States,59.96163177,-162.8806
PAEA,,,Select Paeg For Fse Paea,,64.77639008,-141.1509247
PAED,PAED,EDF,Elmendorf AFB,USA,61.25135422,-149.8065186
PAEE,,,Eek,,60.21369934,-162.025238
PAEG,PAEG,EAA,Eagle,United States,64.7780838,-141.1496124
PAEH,PAEH,EHM,Cape Newenham,United States,58.6481514,-162.063797
PAEI,PAEI,EIL,Eielson AFB,United States,64.66564178,-147.1014404
PAEL,PAEL,ELV,Elfin Cove,United States,58.20369339,-136.3587647
PAEM,PAEM,EMK,Emmonak,United States,62.78614044,-164.4907532
PAEN,PAEN,ENA,Kenai Muni,United States,60.57327652,-151.2448273
PAEW,PAEW,WWT,Newtok,United States,60.93914032,-164.6412506
PAFA,PAFA,FAI,Fairbanks Intl,United States,64.81510925,-147.8564453
PAFB,PAFB,FBK,Ladd Army Airfield,United States,64.83672333,-147.6162262
PAFE,PAFE,AFE,Kake,United States,56.96136475,-133.9102631
PAFK,,,Farewell Lake,,62.54245377,-153.6225128
PAFL,,,Tin Creek,,62.53149414,-153.6122131
PAFM,PAFM,ABL,Ambler,United States,67.10641479,-157.8574982
PAFR,PAFR,FRN,Bryant AAF,United States,61.26589966,-149.6533051
PAFS,PAFS,NIB,Nikolai,United States,63.01855469,-154.3584442
PAFV,,,Five Mile,,65.92681885,-149.8406982
PAFW,,,Farewell,,62.50661087,-153.8936157
PAGA,PAGA,GAL,Edward G Pitka Sr,United States,64.73616791,-156.9373932
PAGB,PAGB,GBH,Galbraith Lake,United States,68.47966766,-149.4899139
PAGG,PAGG,KWK,Kwigillingok,United States,59.87558746,-163.168045
PAGH,,,Shungnak,,66.88761902,-157.1628418
PAGK,PAGK,GKN,Gulkana,United States,62.15494537,-145.4543304
PAGL,PAGL,GLV,Golovin,United States,64.55044556,-163.0071716
PAGM,PAGM,GAM,Gambell,United States,63.76661301,-171.7327728
PAGN,PAGN,AGN,Angoon,United States,57.50059509,-134.5663605
PAGQ,PAGQ,BGQ,Big Lake,United States,61.53468323,-149.8125458
PAGS,PAGS,GST,Gustavus,United States,58.42527771,-135.7074127
PAGT,,,Nightmute,,60.47014618,-164.6851196
PAGY,PAGY,SGY,Skagway,United States,59.46006012,-135.3156586
PAHC,PAHC,HCR,Holy Cross,United States,62.1883049,-159.7749481
PAHL,,,Huslia,,65.69754028,-156.3508453
PAHM,,,Minchumina,,63.88570404,-152.3012085
PAHN,PAHN,HNS,Haines,United States,59.24383163,-135.5235443
PAHO,PAHO,HOM,Homer,United States,59.6455574,-151.4765778
PAHP,PAHP,HPB,Hooper Bay,United States,61.52386093,-166.1466065
PAHS,,,Select Pahl For Fse Pahs,,65.70052338,-156.3876038
PAHU,,,Hughes,,66.04120636,-154.264801
PAHV,PAHV,HKB,Healy River,United States,63.86758423,-148.9688263
PAHX,PAHX,SHX,Shageluk,United States,62.69230652,-159.5692291
PAHY,PAHY,HYG,Hydaburg,United States,55.19669342,-132.8226471
PAIG,PAIG,IGG,Igiugig,United States,59.32404327,-155.9017792
PAII,PAII,EGX,Egegik,United States,58.18549347,-157.3754273
PAIK,,,Kiana B Baker Mem,,66.97532654,-160.4364166
PAIL,PAIL,ILI,Iliamna,United States,59.75557709,-154.9177551
PAIM,,,Indian Mountain LRRS,,65.99214172,-153.7037811
PAIN,PAIN,MCL,Mckinley National Park,United States,63.73259735,-148.9106445
PAIW,,,Wales,,65.62263489,-168.0964356
PAJC,PAJC,,Chignik,United States,56.3114624,-158.3732452
PAJN,PAJN,JNU,Juneau Intl,United States,58.35470963,-134.578476
PAJO,,,Johnstone Point,,60.48097992,-146.5842285
PAJV,,,Jonesville Mine,,61.73110199,-148.9273987
PAJZ,PAJZ,KGK,Koliganek,United States,59.72674179,-157.2602844
PAK,PHPA,PAK,Port Allen,USA,21.8969059,-159.6033173
PAKA,PAKA,,Tatitlek,USA,60.87239075,-146.6911621
PAKD,PAKD,KDK,Kodiak Muni,United States,57.80591583,-152.3738403
PAKF,PAKF,KFP,False Pass,United States,54.84786224,-163.4071045
PAKH,PAKH,AKK,Akhiok,United States,56.93869019,-154.1825562
PAKI,PAKI,KPN,Kipnuk,United States,59.93164825,-164.0283966
PAKK,PAKK,KKA,Koyuk Alfred Adams,United States,64.93952942,-161.1542816
PAKL,PAKL,LKK,Kulik Lake,United States,58.96500397,-155.0956116
PAKN,PAKN,AKN,King Salmon,United States,58.6764946,-156.6486969
PAKO,PAKO,IKO,Nikolski AS,United States,52.94155502,-168.8490295
PAKP,PAKP,AKP,Anaktuvuk Pass,United States,68.13361359,-151.7433319
PAKT,PAKT,KTN,Ketchikan Intl,United States,55.35408401,-131.7112274
PAKU,PAKU,UUK,Ugnu-Kuparuk,United States,70.33066559,-149.598053
PAKV,PAKV,KAL,Kaltag,United States,64.31897736,-158.7413025
PAKW,PAKW,KLW,Klawok,USA,55.57923508,-133.076004
PAKY,PAKY,KYK,Karluk,United States,57.5660553,-154.4538117
PALG,PALG,KLG,Kalskag,United States,61.5359726,-160.3455811
PALH,PALH,LHD,Lake Hood Strip Sea Base,United States,61.18164063,-149.966507
PALJ,PAKX,,Wilder Runway,United States,60.19848251,-154.3230438
PALN,,,Lonely AS,,70.90977478,-153.2423706
PALR,,,Chandalar Lake,,67.50419617,-148.4827728
PALU,,,Cape Lisburne LRRS,,68.87458801,-166.1105652
PAMB,,,Manokotak,,58.9900589,-159.0492859
PAMC,PAMC,MCG,Mc Grath,United States,62.95278168,-155.6070404
PAMD,PAMD,MDO,Middleton Island,United States,59.44994354,-146.3072357
PAMH,,,Select Pahm For Fse Pamh,,63.88592911,-152.3027496
PAMK,PAMK,SMK,St Michael,United States,63.49005508,-162.1103821
PAML,PAML,MLY,Manley Hot Springs,United States,64.98794556,-150.647583
PAMM,PAMM,MTM,Metlakatla,United States,55.13127136,-131.5849609
PAMO,PAMO,MOU,Mountain Village,United States,62.09477615,-163.6828613
PAMR,PAMR,MRI,Merrill Field,United States,61.21354675,-149.8447266
PAMX,PAMX,MXY,Mc Carthy Nr 2,United States,61.43812561,-142.9010315
PAMY,PAMY,MYU,Mekoryuk,United States,60.37239075,-166.2701874
PANA,PANA,WNA,Napakiak,United States,60.69033432,-161.9785004
PANC,PANC,ANC,Ted Stevens Anchorage Intl,United States,61.17415619,-149.9981842
PANI,PANI,ANI,Aniak,United States,61.58159637,-159.543045
PANN,PANN,ENN,Nenana Muni,United States,64.54733276,-149.0739746
PANO,PANO,NNL,Nondalton,United States,59.98023224,-154.8391724
PANR,PANR,FNR,Funter Bay,United States,58.24528122,-134.9023132
PANT,PANT,ANN,Annette Island,United States,55.04229355,-131.5709076
PANU,,,Nulato,,64.72904205,-158.0735016
PANV,PANV,ANV,Anvik,United States,62.64733505,-160.1900482
PANW,,,New Stuyahok,,59.44984436,-157.3295898
PAOB,,,Kobuk,,66.90884399,-156.8613586
PAOC,PAOC,PCA,Portage Creek,United States,58.90652466,-157.7111664
PAOH,PAOH,HNH,Hoonah,United States,58.09619904,-135.4087524
PAOM,PAOM,OME,Nome,United States,64.51255035,-165.4443665
PAOO,PAOO,OOK,Toksook Bay,United States,60.54133224,-165.0871887
PAOR,PAOR,ORT,Northway,United States,62.96116638,-141.9280853
PAOT,PAOT,OTZ,Ralph Wien Memorial,United States,66.88480377,-162.5981445
PAOU,PAOU,NLG,Nelson Lagoon,United States,56.00753784,-161.1603699
PAPB,PAPB,STG,St George,United States,56.57736206,-169.6637268
PAPC,,,Port Clarence CGS,,65.25369263,-166.8606262
PAPE,PAPE,KPV,Perryville,United States,55.90672684,-159.1608276
PAPG,PAPG,PSG,Petersburg James A Johnson,United States,56.80147171,-132.946228
PAPH,PAPH,PTH,Port Heiden,United States,56.95909882,-158.6333618
PAPM,PAPM,PTU,Platinum,United States,59.0178299,-161.8271942
PAPN,PAPN,PIP,Pilot Point,United States,57.58037949,-157.5719605
PAPO,PAPO,PHO,Point Hope,United States,68.34874725,-166.7992706
PAPR,PAPR,PPC,Prospect Creek,United States,66.8140564,-150.6436157
PAQH,PAQH,KWN,Quinhagak,United States,59.75509262,-161.8453674
PAQT,,,Nuiqsut,,70.20918274,-151.0060272
PARC,PARC,ARC,Arctic Village,United States,68.1146698,-145.579422
PARD,,,Select Padg For Fse Pard,,68.03149414,-162.9024811
