"icao","lat","lon","type","size","name","city","state","country","elev","surfaceType","longestRwy","services"
"FMML","-19.68330002","44.533298492","civil","1350","Tsiribihina","Belo","","Madagascar","153","1","4428","3"
"FMMN","-19.56669998","45.450000763","civil","1100","Miandrivazo","Miandrivazo","","Madagascar","202","1","3608","0"
"FMMO","-18.05080032","44.03219986","civil","2585","Maintirano","Maintirano","","Madagascar","97","1","4264","3"
"FMMQ","-19.58329964","48.799999237","civil","1000","Atsinanana","Ilaka","","Madagascar","32","1","3280","0"
"FMMR","-17.85000038","44.916698456","civil","850","Morafenobe","Morafenobe","","Madagascar","747","1","2788","0"
"FMMS","-17.08329964","49.816699982","civil","1014","Sainte-Marie","Sainte-Marie","","Madagascar","6","1","3326","3"
"FMMT","-18.11580086","49.393299103","civil","2821","Toamasina","Toamasina","","Madagascar","19","1","7253","3"
"FMMU","-17.48329926","43.966701508","civil","1000","Tambohorano","Tambohorano","","Madagascar","22","4","3280","3"
"FMMV","-20.28470039","44.317798615","civil","2845","Morondava","Morondava","","Madagascar","29","2","4920","3"
"FMMX","-18.75","46.049999237","civil","1075","Tsiroanomandidy","Tsiroanomandidy","","Madagascar","2775","4","3526","0"
"FMMY","-19.38330078","48.950000763","civil","1175","Vatomandry","Vatomandry","","Madagascar","38","5","3854","0"
"FMMZ","-17.80039978","48.433101654","civil","1300","Ambatondrazaka","Ambatondrazaka","","Madagascar","2512","4","4264","0"
"FMNA","-12.35109997","49.294200897","civil","1502","Arrachart","Antsiranana","","Madagascar","373","1","4926","0"
"FMNC","-16.16710091","49.766601562","civil","1250","Avaratra","Mananara","","Madagascar","9","1","4100","3"
"FMND","-14.64999962","49.616699219","civil","1250","Andapa","Andapa","","Madagascar","1551","1","4100","0"
"FMNE","-13.18330002","48.983299255","civil","1500","Ambilobe","Ambilobe","","Madagascar","71","1","4920","0"
"FMNF","-15.19999981","48.483299255","civil","1270","Avaratra","Befandriana","","Madagascar","819","4","4166","0"
"FMNG","-15.58329964","47.616699219","civil","1300","Port Berge","Port Berge","","Madagascar","212","1","4264","3"
"FMNH","-15","50.316699982","civil","1193","Antsirabato","Antalaha","","Madagascar","19","1","3913","0"
"FMNJ","-13.64999962","48.466701508","civil","960","Ampapamena","Ambanja","","Madagascar","35","5","3149","0"
"FMNK","-12.25329971","49.253299713","military","2500","Andrakaka Navy","Antsiranana","","Madagascar","199","1","8201","3"
"FMNL","-14.63329983","47.766700745","civil","2230","Analalava","Analalava","","Madagascar","343","6","3936","3"
"FMNM","-15.66660023","46.351100922","civil","2801","Philibert Tsiranana","Mahajanga","","Madagascar","86","2","7188","3"
"FMNN","-13.31809998","48.309200287","civil","2185","Fascene","Nosy-Be","","Madagascar","35","2","7169","3"
"FMNO","-16.10000038","45.366699219","civil","1250","Soalala","Soalala","","Madagascar","140","1","4100","0"
"FMNQ","-16.75","44.483299255","civil","1500","Besalampy","Besalampy","","Madagascar","124","1","4920","3"
"FMNR","-15.43330002","49.683300018","civil","1300","Maroantsetra","Maroantsetra","","Madagascar","12","1","4264","0"
"FMNS","-14.27859974","50.174701691","civil","1806","Sambava South","Sambava","","Madagascar","19","1","5924","3"
"FMNT","-16.75","47.616699219","civil","1320","Tsaratanana","Tsaratanana","","Madagascar","1072","4","4330","3"
"FMNV","-13.38329983","50","civil","1300","Vohimarina","Vohimarina","","Madagascar","19","1","4264","0"
"FMNW","-14.89999962","47.983299255","civil","1500","Ambalabe","Antsohihy","","Madagascar","91","1","4920","0"
"FMNX","-15.83329964","48.833301544","civil","1140","Mandritsara","Mandritsara","","Madagascar","1006","4","3739","0"
"FMNZ","-13.48480034","48.632701874","civil","1356","Ampampamena","Ampampamena","","Madagascar","48","1","4449","0"
"FMSA","-21.81669998","46.916698456","civil","2045","Ambalavao","Ambalavao","","Madagascar","3188","4","3608","0"
"FMSB","-21.60000038","45.133300781","civil","950","Antsoa","Beroroha","","Madagascar","819","4","3116","0"
"FMSC","-21.0333004","44.950000763","civil","1070","Mandabe","Mandabe","","Madagascar","950","5","3509","0"
"FMSD","-25.03809929","46.956100464","civil","1800","Tolagnaro","Tolagnaro","","Madagascar","25","1","5905","0"
"FMSF","-21.45000076","47.099998474","civil","1250","Fianarantsoa","Fianarantsoa","","Madagascar","3657","1","4100","0"
"FMSG","-22.79999924","47.833301544","civil","1050","Farafangana","Farafangana","","Madagascar","25","6","3444","0"
"FMSI","-22.39999962","46.166698456","civil","1650","Ihosy","Ihosy","","Madagascar","2499","1","5412","3"
"FMSJ","-21.41670036","44.316699982","civil","1600","Manja","Manja","","Madagascar","786","7","5248","3"
"FMSK","-22.11669922","48.016700745","civil","1200","Manakara","Manakara","","Madagascar","32","1","3936","3"
"FMSL","-24.23329926","45.299999237","civil","2060","Bekily","Bekily","","Madagascar","1269","4","4198","3"
"FMSM","-21.20610046","48.35559845","civil","1500","Mananjary","Mananjary","","Madagascar","19","1","4920","3"
"FMSN","-21.70000076","43.733299255","civil","1385","Samangoky","Tanandava","","Madagascar","88","5","4543","3"
"FMSR","-21.75","43.366699219","civil","1300","Morombe","Morombe","","Madagascar","15","1","4264","0"
"FMST","-23.38940048","43.725601196","civil","2800","Toliara","Toliara","","Madagascar","29","1","6561","3"
"FMSU","-23.35169983","47.578899384","civil","900","Vangaindrano","Vangaindrano","","Madagascar","42","6","2952","0"
"FMSY","-24.70000076","44.733299255","civil","1100","Ampanihy","Ampanihy","","Madagascar","770","4","3608","0"
"FMSZ","-22.29999924","44.533298492","civil","1070","Ankazoabo","Ankazoabo","","Madagascar","1410","5","3510","3"
"FN0A","-16.23760033","14.326800346","civil","5089","Cahama","Cahama","","Angola","3946","1","8476","3"
"FN0B","-14.72749996","15.013999939","civil","2443","Matala","Matala","","Angola","4119","1","8014","3"
"FN0C","-9.653050423","13.26060009","civil","2996","Cabo Ledo","Cabo Ledo","","Angola","359","1","9829","0"
"FN6","55.393299103","-111.1179962","civil","1219","Primrose","Primrose","Alberta","Canada","2299","6","3999","0"
"FNAM","-7.883329868","13.149999619","civil","2400","Ambriz","Ambriz","","Angola","143","4","7873","3"
"FNBC","-6.266670227","14.25","civil","1800","M'banza Congo","M'banza Congo","","Angola","1859","4","5905","0"
"FNBG","-12.60000038","13.399999619","civil","1620","17th Of November","Benguela","","Angola","117","1","5314","0"
"FNCA","-5.583330154","12.199999809","civil","2500","Cabinda","Cabinda","","Angola","65","1","8201","3"
"FNCT","-12.47949982","13.487299919","civil","3699","Catumbela","Catumbela","","Angola","9","1","12134","3"
"FNDU","-7.400889874","20.818500519","civil","3959","Dundo","Dundo","","Angola","2450","1","6520","3"
"FNGI","-17.04999924","15.699999809","civil","2400","N'giva","N'giva","","Angola","3566","4","7873","0"
"FNHU","-12.80500031","15.755000114","civil","3629","Albano Machado","Huambo","","Angola","5586","1","8526","3"
"FNKU","-12.39999962","16.950000763","civil","2500","Bie","Kuito","","Angola","5616","1","8201","3"
"FNLB","-12.36670017","13.5333004","civil","1500","Lobito","Lobito","","Angola","9","1","4920","0"
"FNLU","-8.855489731","13.23390007","civil","6198","4th Of February","Luanda","","Angola","237","1","12163","3"
"FNLZ","-9.115960121","18.04929924","civil","1498","Luzamba","Luzamba","","Angola","2903","1","4914","3"
"FNMA","-9.516670227","16.316699982","civil","2220","Malange","Malange","","Angola","3867","1","7282","3"
"FNME","-14.64999962","17.733299255","civil","3500","Menongue","Menongue","","Angola","4615","1","11482","3"
"FNMO","-15.2166996","12.166700363","civil","2500","Namibe","Namibe","","Angola","170","1","8201","3"
"FNMQ","-6.033329964","15.133299828","civil","1800","Maquela","Maquela","","Angola","3049","4","5905","3"
"FNNG","-7.75","15.300000191","civil","3300","Negage","Negage","","Angola","4104","2","7873","3"
"FNPA","-10.7166996","13.766699791","civil","1030","Porto Amboim","Porto Amboim","","Angola","15","1","3378","0"
"FNR","58.254398346","-134.897995","water","3200","Funter Bay","Funter Bay","Alaska","United States","0","11","10499","3"
"FNSA","-9.699999809","20.433300018","civil","3400","Saurimo","Saurimo","","Angola","3583","1","11154","3"
"FNSO","-6.116320133","12.366499901","civil","2090","Soyo","Soyo","","Angola","14","1","6856","0"
"FNSU","-11.16670036","13.850000381","civil","1120","Sumbe","Sumbe","","Angola","35","1","3674","0"
"FNUB","-14.93330002","13.583299637","civil","3000","Lubango","Lubango","","Angola","5777","1","9842","3"
"FNUE","-11.76669979","19.866699219","civil","2400","Luena","Luena","","Angola","4363","1","7873","3"
"FNUG","-7.599999905","15.0333004","civil","2000","Uige","Uige","","Angola","2719","1","6561","0"
"FNWK","-11.44999981","15.083299637","civil","2000","Wako Kungo","Wako Kungo","","Angola","4322","4","6561","3"
"FNXA","-16.75","14.9666996","civil","2000","Xangongo","Xangongo","","Angola","3635","4","6561","0"
"FNZE","-7.216670036","12.866700172","civil","2200","N'zeto","N'zeto","","Angola","68","4","7217","0"
"FNZG","-7.716939926","21.358200073","civil","1800","Nzagi","Nzagi","","Angola","2430","1","5905","0"
"FOGA","-1.12943995","13.920499802","civil","2100","Akieni","Akieni","","Gabon","1659","1","6889","0"
"FOGB","-0.100000001","11.949999809","civil","1100","Booue","Booue","","Gabon","603","4","3608","0"
"FOGE","-2.366669893","11.416700363","civil","790","Ndende","Ndende","","Gabon","416","4","2591","0"
"FOGF","-1.283329964","10.616700172","civil","1500","Fougamou","Fougamou","","Gabon","261","4","4920","0"
"FOGG","-1.883329988","11.933300018","civil","900","Mbigou","Mbigou","","Gabon","2345","5","2952","0"
"FOGI","-2.433330059","11","civil","1100","Moabi","Moabi","","Gabon","786","1","3608","0"
"FOGJ","-0.183332995","10.75","civil","800","Ndjole Ville","Ndjole","","Gabon","163","4","2624","0"
"FOGK","-1.184610009","12.441200256","civil","1780","Koulamoutou Mabimbi","Koulamoutou Mabimbi","","Gabon","1069","1","5840","0"
"FOGM","-1.850000024","11.066699982","civil","1800","Mouila Ville","Mouila","","Gabon","294","1","5905","0"
"FOGO","1.5369399786","11.57859993","civil","1806","Oyem","Oyem","","Gabon","2164","2","5925","3"
"FOGQ","-0.664166987","13.672800064","civil","1500","Okondja","Okondja","","Gabon","1324","1","4920","0"
"FOGR","-0.716666996","10.233300209","civil","2186","Lambarene","Lambarene","","Gabon","81","4","7171","3"
"FOGV","2.1500000954","12.116700172","civil","1100","Minvoul","Minvoul","","Gabon","1968","4","3608","0"
"FOOB","2.083329916","11.483300209","civil","1500","Bitam","Bitam","","Gabon","1968","4","4920","0"
"FOOC","1","9.5833301544","civil","790","Cocobeach","Cocobeach","","Gabon","68","4","2591","0"
"FOOD","-1.533329964","13.266699791","civil","1804","Moanda","Moanda","","Gabon","1876","4","5918","0"
"FOOE","0.9666669965","13.949999809","civil","1100","Mekambo","Mekambo","","Gabon","1685","4","3608","0"
"FOOG","-0.719166994","8.7513904572","civil","1908","Port Gentil","Port Gentil","","Gabon","11","1","6260","3"
"FOOH","-1.583330035","9.2666702271","civil","1700","Omboue Hospital","Omboue","","Gabon","32","1","5577","0"
"FOOK","0.5833330154","12.916700363","civil","1800","Makokou","Makokou","","Gabon","1725","1","5905","3"
"FOOL","0.4583329856","9.4122200012","civil","3013","Leon M'ba","Libreville","","Gabon","37","2","9883","3"
"FOOM","0.7833330035","11.550000191","civil","1400","Mitzic","Mitzic","","Gabon","1912","4","4592","0"
"FOON","-1.651939988","13.434700012","civil","3090","M'vengue","Franceville","","Gabon","1449","2","10136","3"
"FOOR","-0.833334029","12.75","civil","1900","Lastourville","Lastourville","","Gabon","1584","4","6233","0"
"FOOS","-2.533329964","9.7666702271","civil","1200","Sette-Cama","Sette-Cama","","Gabon","9","1","3936","3"
"FOOT","-2.888329983","10.955300331","civil","1805","Tchibanga","Tchibanga","","Gabon","268","4","5921","3"
"FOOY","-3.450000048","10.683300018","civil","1800","Mayumba","Mayumba","","Gabon","12","4","5905","0"
"FPPR","1.6629699469","7.411670208","civil","1316","Principe","Principe","","Sao Tome and Principe","583","1","4315","0"
"FPST","0.3779079914","6.7131500244","civil","2102","Sao Tome International","Sao Tome","","Sao Tome and Principe","32","1","6894","3"
"FQ0A","-21.16629982","34.564201355","civil","1000","Vila Franca Do Save","Vila Franca Do Save","","Mozambique","97","1","3279","3"
"FQAG","-16.18330002","39.933300018","civil","2520","Angoche","Angoche","","Mozambique","117","6","3608","3"
"FQBI","-25.26670074","33.233299255","civil","690","Bilene","Bilene","","Mozambique","130","1","2263","0"
"FQBR","-19.79470062","34.899200439","civil","4947","Beira","Beira","","Mozambique","32","1","7742","3"
"FQCB","-14.81499958","36.529998779","civil","2500","Cuamba","Cuamba","","Mozambique","1919","1","8201","3"
"FQCH","-19.14859962","33.429599762","civil","2400","Chimoio","Chimoio","","Mozambique","2286","1","7873","3"
"FQES","-15.73330021","32.75579834","civil","1818","Estima","Estima","","Mozambique","1082","1","5964","3"
"FQIA","-26","32.933300018","civil","1300","Inhaca","Inhaca","","Mozambique","7","1","2132","0"
"FQIN","-23.86669922","35.416698456","civil","2300","Inhambane","Inhambane","","Mozambique","29","1","4920","3"
"FQLC","-13.2833004","35.25","civil","2523","Lichinga","Lichinga","","Mozambique","4490","1","8278","3"
"FQLU","-15.0333004","40.666698456","civil","2879","Lumbo","Lumbo","","Mozambique","32","1","4920","3"
"FQMA","-25.91990089","32.573101044","civil","5367","Maputo","Maputo","","Mozambique","144","1","12033","3"
"FQMD","-11.6729002","39.563098907","civil","2351","Mueda","Mueda","","Mozambique","2788","1","7713","3"
"FQMP","-11.35000038","40.349998474","civil","2000","Mocimboa Da Praia","Mocimboa Da Praia","","Mozambique","88","1","6561","0"
"FQMR","-13.22830009","37.555000305","civil","1725","Marrupa","Marrupa","","Mozambique","2479","1","5659","3"
"FQNC","-14.47999954","40.708301544","civil","2500","Nacala","Nacala","","Mozambique","409","1","8201","0"
"FQNP","-15.10000038","39.283298492","civil","3508","Nampula","Nampula","","Mozambique","1443","1","6586","3"
"FQPB","-12.98330021","40.516700745","civil","2788","Pemba","Pemba","","Mozambique","330","1","6522","3"
"FQPO","-26.83329964","32.833301544","civil","1500","Ponta De Ouro","Ponta De Ouro","","Mozambique","91","1","2460","0"
"FQQL","-17.85000038","36.866699219","civil","2661","Quelimane","Quelimane","","Mozambique","35","1","6103","3"
"FQSG","-15.60000038","32.775001526","civil","900","Songo","Songo","","Mozambique","2903","1","2952","0"
"FQTT","-16.10829926","33.639701843","civil","2593","Chingozi","Tete","","Mozambique","524","1","8506","3"
"FQUG","-14.70530033","34.354198456","civil","1800","Ulongwe","Ulongwe","","Mozambique","4264","1","5905","0"
"FQVL","-22.01670074","35.316699982","civil","2220","Vilankulo","Vilankulo","","Mozambique","45","1","4822","3"
"FSAL","-7.004720211","52.727798462","civil","974","Alphonse","Alphonse","","Seychelles","9","2","3195","3"
"FSAS","-9.733329773","46.5","civil","1208","Assumption","Assumption Island","","Seychelles","9","2","3962","3"
"FSDA","-5.416669846","53.299999237","civil","1000","Darros","Darros Island","","Seychelles","9","5","3280","0"
"FSDR","-5.699999809","53.650001526","civil","1381","Desroches","Desroches","","Seychelles","9","2","4530","3"
"FSFA","-10.10690022","51.171901703","civil","974","Farquhar","Farquhar","","Seychelles","9","2","3195","3"
"FSIA","-4.674339771","55.521900177","civil","2992","Seychelles Intl","Seychelles","","Seychelles","9","2","9814","3"
"FSMA","-6.174170017","53.14440155","civil","540","Marie-Louise","Marie-Louise","","Seychelles","9","2","1771","0"
"FSPL","-5.85916996","55.383300781","civil","915","Platte","Platte","","Seychelles","9","5","3001","0"
"FSPP","-4.319240093","55.6916008","civil","1400","Praslin","Praslin","","Seychelles","9","1","4592","0"
"FSSC","-7.173180103","56.258399963","civil","1000","Coetivy","Coetivy","","Seychelles","9","2","3280","3"
"FSSD","-3.799999952","55.666698456","civil","845","Denis Island","Denis Island","","Seychelles","9","5","2771","3"
"FSSF","-4.583330154","55.950000763","civil","488","Fregate","Fregate Island","","Seychelles","54","5","1600","0"
"FSSR","-5.116670132","53.316699982","civil","478","Eagle Is","Remire","","Seychelles","9","2","1567","0"
"FT6","57.203300476","-114.6579971","civil","1372","Panny","Panny","Alberta","Canada","1834","5","4499","0"
"FT7","52.833301544","-116.7170029","civil","914","Thunder Lake","Thunder Lake","Alberta","Canada","4499","5","2999","0"
"FTTA","9.1511096954","18.379400253","civil","1811","Sarh","Sarh","","Chad","1196","4","5941","3"
"FTTB","10.2833004","15.383299828","civil","1600","Bongor","Bongor","","Chad","1075","4","5248","3"
"FTTC","13.847200394","20.848899841","civil","2799","Abeche","Abeche","","Chad","1788","1","9183","3"
"FTTD","8.6201400757","16.068399429","civil","1806","Moundou","Moundou","","Chad","1408","1","5925","3"
"FTTE","14.516699791","20.899999619","civil","1250","Biltine","Biltine","","Chad","1679","4","4100","3"
"FTTF","17.166700363","21.566699982","civil","1100","Fada","Fada","","Chad","1787","1","3608","3"
"FTTG","12.199999809","21.4666996","civil","1400","Goz-Beida","Goz-Beida","","Chad","1764","4","4592","0"
"FTTH","9.3999996185","16.299999237","civil","800","Lai","Lai","","Chad","1170","4","2624","0"
"FTTI","13.233300209","18.316699982","civil","1300","Ati","Ati","","Chad","1088","1","4264","3"
"FTTJ","12.125","15.024700165","civil","4419","N'djamena","N'djamena","","Chad","967","2","9198","3"
"FTTK","12.383299828","17.066699982","civil","1145","Bokoro","Bokoro","","Chad","983","4","3755","0"
"FTTL","13.449999809","14.733300209","civil","800","Berim","Bol","","Chad","954","1","2624","3"
"FTTM","12.166700363","18.683300018","civil","1800","Mongo","Mongo","","Chad","1413","1","5905","0"
"FTTN","11.0333004","20.2833004","civil","1500","Am-Timan","Am-Timan","","Chad","1420","4","4920","3"
"FTTP","9.3833303452","14.933300018","civil","1600","Pala","Pala","","Chad","1531","4","5248","0"
"FTTR","20.450000763","16.583299637","civil","1450","Zouar","Zouar","","Chad","2653","6","4756","3"
"FTTS","10.483300209","16.7166996","civil","1200","Bousso","Bousso","","Chad","1098","4","3936","0"
"FTTU","14.133299828","15.316699982","civil","1100","Mao","Mao","","Chad","1072","1","3608","3"
"FTTY","17.916099548","19.10890007","civil","2303","Faya Largeau","Faya Largeau","","Chad","770","1","7554","3"
"FTTZ","21.450000763","17.049999237","civil","1800","Zougra","Bardai","","Chad","3523","1","5905","3"
"FU5","56.700000763","-115.9329987","civil","1149","Otter Lakes","Otter Lakes","Alberta","Canada","2529","5","3769","0"
"FU7","53.216701508","-116.0830002","civil","762","Wolf Lake","Wolf Lake","Alberta","Canada","3499","5","2499","0"
"FV0A","-19.01079941","30.02519989","civil","2840","Kwekwe East","Kwekwe East","","Zimbabwe","4024","4","5611","3"
"FV0B","-16.91010094","30.242300034","civil","1557","Mhangura","Mhangura","","Zimbabwe","4077","1","5107","0"
"FVBB","-22.20000076","30.016700745","civil","1000","Beit Bridge","Beit Bridge","","Zimbabwe","1508","6","3280","0"
"FVBI","-17.64999962","27.316699982","civil","1097","Binga","Binga","","Zimbabwe","1949","1","3598","3"
"FVBU","-20.0182991","28.624700546","civil","3941","Joshua Mqabuko Nkomo","Bulawayo","","Zimbabwe","4365","1","8491","3"
"FVCN","-16.73410034","31.121999741","civil","1088","Centenary","Centenary","","Zimbabwe","4057","1","3568","0"
"FVCP","-17.75250053","30.92250061","civil","2009","Charles Prince","Harare","","Zimbabwe","4849","1","3571","0"
"FVCZ","-21.01000023","31.579399109","civil","1581","Buffalo Range","Chiredzi","","Zimbabwe","1420","1","5185","0"
"FVFA","-18.09420013","25.840000153","civil","2293","Victoria Falls","Victoria Falls","","Zimbabwe","3489","1","7521","3"
"FVGO","-18.20000076","28.916700363","civil","1100","Gokwe","Gokwe","","Zimbabwe","4199","6","3608","0"
"FVGR","-18.9776001","32.45059967","civil","1255","Mutare Grand Reef","Mutare Grand Reef","","Zimbabwe","3343","1","4116","0"
"FVGW","-19.54999924","29.733299255","civil","1000","Gweru","Gweru","","Zimbabwe","4659","5","3280","0"
"FVHA","-17.93280029","31.093900681","civil","4724","Harare Intl","Harare","","Zimbabwe","4900","1","15498","3"
"FVIN","-20.08329964","28.700000763","civil","2012","Induna","Bulawayo","","Zimbabwe","4488","1","3599","0"
"FVKB","-16.51919937","28.885599136","civil","1650","Kariba","Kariba","","Zimbabwe","1705","1","5411","0"
"FVKK","-18.93330002","29.84280014","civil","1000","Kwekwe","Kwekwe","","Zimbabwe","4001","1","3280","0"
"FVM","65.927001953","-149.8399963","civil","823","Five Mile","Five Mile","Alaska","United States","509","2","2699","0"
"FVMA","-18.18330002","31.4666996","civil","1050","Marondera","Marondera","","Zimbabwe","5369","1","3444","0"
"FVMD","-16.76919937","31.559799194","civil","1113","Mount Darwin","Mount Darwin","","Zimbabwe","3239","1","3649","3"
"FVMF","-18.73329926","27.5333004","civil","1400","Mabikwa","Mabikwa","","Zimbabwe","3449","6","4592","0"
"FVMT","-17.43190002","32.184501648","civil","1100","Mutoko","Mutoko","","Zimbabwe","3949","1","3608","0"
"FVMU","-18.99580002","32.625","civil","950","Mutare","Mutare","","Zimbabwe","3409","1","3116","0"
"FVMV","-20.06189919","30.86190033","civil","2932","Masvingo","Masvingo","","Zimbabwe","3595","1","5681","3"
"FVOT","-16.98480034","32.672698975","civil","1110","Kotwa","Kotwa","","Zimbabwe","2449","1","3641","0"
"FVRU","-18.57670021","32.116699219","civil","1100","Rusape","Rusape","","Zimbabwe","4559","5","3608","0"
"FVSH","-20.28610039","30.085800171","civil","1200","Zvishavane","Zvishavane","","Zimbabwe","3011","1","3936","0"
"FVTL","-19.44169998","29.858299255","military","2621","Thornhill AB","Gweru","","Zimbabwe","4679","1","8599","0"
"FVWN","-18.63389969","27.00810051","civil","4599","Hwange National Park","Hwange","","Zimbabwe","3542","1","15087","3"
"FVWT","-18.36249924","26.516700745","civil","1524","Hwange Town","Hwange","","Zimbabwe","2499","1","4999","0"
"FVZC","-19.0333004","29.7166996","civil","1005","Zisco","Zisco","","Zimbabwe","3974","1","3296","0"
"FW0A","-13.9659996","33.7018013","civil","2767","Lilongwe","Lilongwe","","Malawi","3721","5","4614","0"
"FWCD","-10.55000019","33.799999237","civil","1295","Chelinda","Chelinda","","Malawi","7759","4","4248","0"
"FWCL","-15.67860031","34.968299866","civil","3690","Chileka","Blantyre","","Malawi","2554","1","7646","3"
"FWCM","-14.30000019","35.133300781","civil","1090","Club Makokola","Club Makokola","","Malawi","1588","6","3575","0"
"FWCS","-13.36670017","33.849998474","civil","922","Ntchisi","Ntchisi","","Malawi","4299","5","3024","0"
"FWCT","-9.699999809","33.266700745","civil","1815","Chitipa","Chitipa","","Malawi","4269","5","5954","0"
"FWDW","-12.51500034","34.131099701","civil","1200","Dwangwa","Dwangwa","","Malawi","1604","6","3936","0"
"FWKA","-9.954939842","33.895900726","civil","1283","Karonga","Karonga","","Malawi","1764","1","4207","0"
"FWKB","-10.81669998","33.516700745","civil","1006","Katumbi","Katumbi","","Malawi","3985","5","3300","0"
"FWKG","-13.01669979","33.466701508","civil","1200","Kasungu","Kasungu","","Malawi","3469","1","3936","0"
"FWLI","-13.78339958","33.777599335","civil","3541","Lilongwe Intl","Lilongwe","","Malawi","4034","1","11615","3"
"FWLP","-13.05000019","33.150001526","civil","1107","Lifupa","Kasungu","","Malawi","3329","5","3631","0"
"FWMC","-13.80000019","32.900001526","civil","1000","Mchinji","Mchinji","","Malawi","3899","5","3280","0"
"FWMY","-14.10000038","34.916698456","civil","980","Monkey Bay","Monkey Bay","","Malawi","1579","5","3214","0"
"FWSJ","-16.91670036","35.25","civil","987","Nsanje","Nsanje","","Malawi","199","5","3237","0"
"FWSM","-13.75","34.583301544","civil","1384","Salima","Salima","","Malawi","1687","5","4540","0"
"FWSU","-16.26670074","34.916698456","civil","732","Sucoma","Nchalo","","Malawi","224","4","2401","0"
"FWUU","-11.44789982","34.0143013","civil","1309","Mzuzu","Mzuzu","","Malawi","4114","1","4293","3"
"FWZA","-15.38539982","35.384498596","civil","1250","Zomba","Zomba","","Malawi","2649","1","4099","0"
"FX5","59.950000763","-118.0830002","civil","914","Thurston Lake","Thurston Lake","Alberta","Canada","2079","5","2999","0"
"FXKA","-29.36109924","28.526399612","civil","1000","Katse","Katse","","Lesotho","6999","6","3280","0"
"FXLR","-28.85560036","28.052799225","civil","1560","Leribe","Leribe","","Lesotho","5349","5","5117","0"
"FXLT","-29.00830078","28.855600357","civil","1153","Letseng","Letseng","","Lesotho","10399","6","3781","0"
"FXMK","-29.28059959","29.072200775","civil","2206","Mokhotlong","Mokhotlong","","Lesotho","7199","1","2624","0"
"FXMM","-29.45439911","27.555299759","civil","4198","Moshoeshoe I Intl","Maseru","","Lesotho","5350","1","10463","3"
"FXMU","-29.30279922","27.502799988","military","1851","Mejametalana AB","Maseru","","Lesotho","5104","1","4530","0"
"FXQN","-30.11109924","28.672199249","civil","750","Qacha's Nek","Qacha's Nek","","Lesotho","6099","1","2460","0"
"FXSH","-29.73060036","28.769399643","civil","1631","Sehonghong","Sehonghong","","Lesotho","6499","6","3414","0"
"FXSM","-29.83889961","28.058300018","civil","1500","Semonkong","Semonkong","","Lesotho","7199","1","2624","0"
"FY6","50.654998779","-114.3450012","civil","1166","Turner Valley Barn Ranch","Turner Valley Barn Ranch","Alberta","Canada","4209","8","3824","0"
"FYAR","-22.46220016","14.979999542","civil","1920","Arandis","Arandis","","Namibia","1904","1","6299","0"
"FYEN","-17.4829998","16.322000504","civil","1748","Eenhana","Eenhana","","Namibia","3659","1","5734","0"
"FYGB","-22.50469971","18.974700928","civil","3860","Gobabis","Gobabis","","Namibia","4728","6","7414","3"
"FYGF","-19.60000038","18.133300781","civil","4600","Grootfontein","Grootfontein","","Namibia","4635","1","11679","3"
"FYKA","-21.86669922","15.866700172","civil","3984","Karibib","Karibib","","Namibia","3822","1","8368","3"
"FYKJ","-19.51670074","14.816699982","civil","3200","Kamanjab","Kamanjab","","Namibia","4246","6","5999","3"
"FYKM","-17.63249969","24.182899475","civil","1981","Katima Mulilo","Katima Mulilo","","Namibia","3229","1","6498","0"
"FYKT","-26.53879929","18.11179924","civil","3759","Keetmanshoop","Keetmanshoop","","Namibia","3506","1","7617","3"
"FYLZ","-26.68330002","15.25","civil","3030","Luderitz","Luderitz","","Namibia","425","1","6003","3"
"FYML","-24.60420036","17.924999237","civil","3500","Mariental","Mariental","","Namibia","3649","1","6561","3"
"FYMO","-18.81439972","17.051900864","civil","2200","Mokuti Lodge","Mokuti Lodge","","Namibia","3649","6","7217","0"
"FYOA","-17.88059998","15.947500229","civil","4399","Ondangwa","Ondangwa","","Namibia","3596","1","9995","3"
"FYOE","-18.02949905","22.188999176","civil","1701","Omega","Omega","","Namibia","3329","1","5579","3"
"FYOG","-28.58839989","16.445400238","civil","3279","Oranjemund","Oranjemund","","Namibia","15","1","4257","3"
"FYOJ","-20.07780075","16.130599976","civil","3180","Outjo","Outjo","","Namibia","4343","6","6167","3"
"FYOS","-17.79700089","15.699000359","civil","1631","Oshakati","Oshakati","","Namibia","3599","1","5349","0"
"FYOU","-18.60980034","17.150299072","civil","2895","Operet","Operet","","Namibia","3599","1","4999","0"
"FYOW","-20.43059921","16.662500381","civil","2114","Otjiwarongo","Otjiwarongo","","Namibia","4839","6","3595","0"
"FYRC","-17.42060089","14.371700287","civil","3818","Ruacana","Ruacana","","Namibia","3764","1","7121","3"
"FYRP","-27.96430016","16.753900528","civil","1203","Rosh Pinah","Rosh Pinah","","Namibia","1273","1","3947","0"
"FYRU","-17.95000076","19.7166996","civil","3901","Rundu","Rundu","","Namibia","3599","1","7998","3"
"FYSA","-27.87590027","16.647699356","civil","1754","Skorpion Mine","Skorpion Mine","","Namibia","1869","1","5752","3"
"FYSM","-22.6583004","14.566699982","civil","2563","Swakopmund","Swakopmund","","Namibia","169","6","5249","3"
